typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","616","POL","Poland","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60425","false","-1","N/A",,"false","60425","false",,"false",,"472729","472729","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","620","PRT","Portugal","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16108","false","-1","N/A",,"false","16108","false",,"false",,"127688","127688","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","642","ROU","Romania","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5367","false","-1","N/A",,"false","5367","false",,"false",,"44289","44289","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","705","SVN","Slovenia","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3588","false","-1","N/A",,"false","3588","false",,"false",,"29328","29328","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","724","ESP","Spain","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","231298","false","-1","N/A",,"false","231298","false",,"false",,"1900242","1900242","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","752","SWE","Sweden","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","46564","false","-1","N/A",,"false","46564","false",,"false",,"357618","357618","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","757","CHE","Switzerland","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1500","false","-1","N/A",,"false","1500","false",,"false",,"11428","11428","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","792","TUR","Türkiye","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","218000","false","-1","N/A",,"false","218000","false",,"false",,"1517611","1517611","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","804","UKR","Ukraine","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42000","false","-1","N/A",,"false","42000","false",,"false",,"317578","317578","0","true","false",
"C","A","20070101","2007","52","2007","56","BEL","Belgium","X","Export","826","GBR","United Kingdom","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","81693","false","-1","N/A",,"false","81693","false",,"false",,"622170","622170","0","true","false",
"C","A","20070101","2007","52","2007","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","308319","false","-1","N/A",,"false","308319","false",,"false",,"1610280","1610280","0","true","false",
